1	0	총칙	"도급인"과 "수급인"은 대등한 입장에서 서로 협력하여 신의에 따라 성실히 계약을 이행한다.
2	0	정의	이 조건에서 사용하는 용어의 정의는 다음과 같다 1. "도급인"이라 함은 건설공사를 건설업자에게 도급하는 자를 말한다. 2. "도급"이라 함은 당사자 일방이 건설공사를 완성할 것으로 약정하고, 상대 방이 그 일의 결과에 대하여 대가를 지급할 것을 약정하는 계약을 말한다. 3. "수급인"이라 함은 "도급인"으로부터 건설공사를 도급받는 건설업자를 말한다. 4. "하도급"이라 함은 도급받은 건설공사의 전부 또는 일부를 다시 도급하기 위하여 "수급인"이 제3자와 체결하는 계약을 말한다. 5. "하수급인"이라 함은 "수급인"으로부터 건설공사를 하도급받은 자를 말한다. 6. "설계서"라 함은 공사시방서, 설계도면(물량내역서를 작성한 경우 이를 포함 한다) 및 현장설명서를 말한다. 7. "물량내역서"라 함은 공종별 목적
3	0	계약문서	① 계약문서는 민간건설공사 도급계약서, 민간건설공사 도급계 약 일반조건, 공사계약특수조건, 설계서 및 산출내역서로 구성되며, 상호 보완 의 효력을 가진다. ② 이 조건이 정하는 바에 의하여 계약당사자간에 행한 통지문서 등은 계약문 서로서의 효력을 가진다. ③이 계약조건 외에 당사자 일방에게 현저하게 불공정한 경우로서 다음 각 호 의 어느 하나에 해당하는 특약은 그 부분에 한하여 무효로 한다. 1. 계약체결 이후 설계변경, 경제상황의 변동에 따라 발생하는 계약금액의 변경 을 상당한 이유 없이 인정하지 아니하거나 그 부담을 상대방에게 전가하는 특 약 2. 계약체결 이후 공사내용의 변경에 따른 계약기간의 변경을 상당한 이유 없 이 인정하지 아니하거나 그 부담을 상대방에게 전가하는 특약 3. 본 계약의 형태와 공사
4	0	계약보증금 등	① "수급인"은 계약상의 의무이행을 보증하기 위해 계약서 에서 정한 계약보증금을 계약체결전까지 "도급인"에게 현금 등으로 납부하여야 한다. 다만, "도급인"과 "수급인"이 합의에 의하여 계약보증금을 납부하지 아니 하기로 약정한 경우에는 그러하지 아니하다. ② 제1항의 계약보증금은 다음 각 호의 기관이 발행한 보증서로 납부할 수 있다. 1. 건설산업기본법 제54조 제1항의 규정에 의한 각 공제조합 발행 보증서 2. 보증보험회사, 신용보증기금 등 이와 동등한 기관이 발행하는 보증서 3. 금융기관의 지급보증서 또는 예금증서 4. 국채 또는 지방채 ③ "수급인"은 제21조부터 제23조의 규정에 의하여 계약금액이 증액된 경우에 는 이에 상응하는 금액의 보증금을 제1항 및 제2항의 규정에 따라 추가 납부하 여야 하며,
5	0	계약보증금의 처리	① 제34조제1항 각 호의 사유로 계약이 해제 또는 해 지된 경우 제4조의 규정에 의하여 납부된 계약보증금은 "도급인"에게 귀속한다. 이 경우 계약의 해제 또는 해지에 따른 손해배상액이 계약보증금을 초과한 경 우에는 그 초과분에 대한 손해배상을 청구할 수 있다. ② "도급인"은 제35조제1항 각 호의 사유로 계약이 해제 또는 해지되거나 계약 - 2 - 의 이행이 완료된 때에는 제4조의 규정에 의하여 납부된 계약보증금을 지체없 이 "수급인"에게 반환하여야 한다.
6	0	공사감독원	① "도급인"은 계약의 적정한 이행을 확보하기 위하여 스스로 이를 감독하거나 자신을 대리하여 다음 각 호의 사항을 행하는 자(이하 ‘공사 감독원’이라 한다)를 선임할 수 있다. 1. 시공일반에 대하여 감독하고 입회하는 일 2. 계약이행에 있어서 "수급인"에 대한 지시ㆍ승낙 또는 협의하는 일 3. 공사의 재료와 시공에 대한 검사 또는 시험에 입회하는 일 4. 공사의 기성부분 검사, 준공검사 또는 공사목적물의 인도에 입회하는 일 5. 기타 공사감독에 관하여 "도급인"이 위임하는 일 ② "도급인"은 제1항의 규정에 의하여 공사감독원을 선임한 때에는 그 사실을 즉시 "수급인"에게 통지하여야 한다. ③ "수급인"은 공사감독원의 감독 또는 지시사항이 공사수행에 현저히 부당하 다고 인정할 때에는 "도급인"에게 그 사유를
7	0	현장대리인의 배치	① "수급인"은 착공전에 건설산업기본법령에서 정한 바에 따라 당해공사의 주된 공종에 상응하는 건설기술자를 현장에 배치하고, 그중 1인을 현장대리인으로 선임한 후 "도급인"에게 통지하여야 한다. ② 제1항의 현장대리인은 법령의 규정 또는 "도급인"이 동의한 경우를 제외하고 는 현장에 상주하여 시공에 관한 일체의 사항에 대하여 "수급인"을 대리하며, 도급받은 공사의 시공관리 기타 기술상의 관리를 담당한다.
8	0	공사현장 근로자	① "수급인"은 해당 공사의 시공 또는 관리에 필요한 기 술과 인력을 가진 근로자를 채용하여야 하며 근로자의 행위에 대하여 사용자로 서의 모든 책임을 진다. ② "수급인"이 채용한 근로자에 대하여 "도급인"이 해당 계약의 시공 또는 관리 상 현저히 부적당하다고 인정하여 교체를 요구한 때에는 정당한 사유가 없는 한 즉시 교체하여야 한다. ③ "수급인"은 제2항에 의하여 교체된 근로자를 "도급인"의 동의 없이 해당 공 사를 위해 다시 채용할 수 없다.
9	0	착공신고 및 공정보고	① "수급인"은 계약서에서 정한 바에 따라 착공하 여야 하며, 착공 시에는 다음 각 호의 서류가 포함된 착공신고서를 "도급인"에 게 제출하여야 한다. 1. 건설산업기본법령에 의하여 배치하는 건설기술자 지정서 2. 공사예정공정표 - 3 - 3. 공사비 산출내역서 (단, 계약체결시 산출내역서를 제출하고 계약금액을 정 한 경우를 제외한다) 4. 공정별 인력 및 장비 투입 계획서 5. 기타 "도급인"이 지정한 사항 ② "수급인"은 계약의 이행중에 제1항의 규정에 의하여 제출한 서류의 변경이 필요한 때에는 관련서류를 변경하여 제출하여야 한다. ③ "도급인"은 제1항 및 제2항의 규정에 의하여 제출된 서류의 내용을 조정할 필요가 있다고 인정하는 때에는 "수급인"에게 이의 조정을 요구할 수 있다. ④ "도급인"은 "수급
10	0	공사기간	① 공사착공일과 준공일은 계약서에 명시된 일자로 한다. ② "수급인"의 귀책사유 없이 공사착공일에 착공할 수 없는 경우에는 "수급인" 의 현장인수일자를 착공일로 하며, 이 경우 "수급인"은 공사기간의 연장을 요구 할 수 있다. ③ 준공일은 "수급인"이 건설공사를 완성하고 "도급인"에게 서면으로 준공검사 를 요청한 날을 말한다. 다만, 제27조의 규정에 의하여 준공검사에 합격한 경우 에 한 한다.
11	0	선금	① "도급인"은 계약서에서 정한 바에 따라 "수급인"에게 선금을 지 급하여야 하며, "도급인"이 선금 지급시 보증서 제출을 요구하는 경우 "수급인" 은 제4조 제2항 각 호의 보증기관이 발행한 보증서를 제출하여야 한다. ② 제1항에 의한 선금지급은 "수급인"의 청구를 받은 날부터 14일이내에 지급 하여야 한다. 다만, 자금사정등 불가피한 사유로 인하여 지급이 불가능한 경우 그 사유 및 지급시기를 "수급인"에게 서면으로 통지한 때에는 그러하지 아니하 다. ③ "수급인"은 선금을 계약목적달성을 위한 용도이외의 타 목적에 사용할 수 없으며, 노임지급 및 자재확보에 우선 사용하여야 한다. ④ 선금은 기성부분에 대한 대가를 지급할 때마다 다음 방식에 의하여 산출한 금액을 정산한다. 기성부분의 대가 선금정산액＝선금액×
12	0	자재의 검사 등	① 공사에 사용할 재료는 신품이어야 하며, 품질ㆍ품명 등은 설계도서와 일치하여야 한다. 다만, 설계도서에 품질ㆍ품명 등이 명확히 규정되지 아니한 것은 표준품 또는 표준품에 상당하는 재료로서 계약의 목적을 달성하는데 가장 적합한 것이어야 한다. ② 공사에 사용할 자재중에서 "도급인"이 품목을 지정하여 검사를 요구하는 경 우에는 "수급인"은 사용전에 "도급인"의 검사를 받아야 하며, 설계도서와 상이 하거나 품질이 현저히 저하되어 불합격된 자재는 즉시 대체하여 다시 검사를 받아야 한다. ③ 제2항의 검사에 이의가 있을 경우 "수급인"은 "도급인"에게 재검사를 요구할 수 있으며, 재검사가 필요하다고 인정되는 경우 "도급인"은 지체없이 재검사하 도록 조치하여야 한다. ④ "수급인"은 자재의 검사에 소요되는 비용을 부
13	0	지급자재와 대여품	① 계약에 의하여 "도급인"이 지급하는 자재와 대여 품은 공사예정공정표에 의한 공사일정에 지장이 없도록 적기에 인도되어야 하 며, 그 인도장소는 시방서 등에 따로 정한 바가 없으면 공사현장으로 한다. ② 제1항의 규정에 의하여 지급된 자재의 소유권은 "도급인"에게 있으며, "수급 인"은 "도급인"의 서면승낙없이 현장 외부로 반출하여서는 아니된다. - 5 - ③ 제1항의 규정에 의하여 인도된 지급자재와 대여품에 대한 관리상의 책임은 "수급인"에게 있으며, "수급인"이 이를 멸실 또는 훼손하였을 경우에는 "도급인" 에게 변상하여야 한다. ④ "수급인"은 지급자재 및 대여품의 품질 또는 규격이 시공에 적당하지 아니 하다고 인정할 때에는 즉시 "도급인"에게 이를 통지하고 그 대체를 요구할 수 있다. ⑤ 자재 등의 
14	0	안전관리 및 재해보상	① "수급인"은 산업재해를 예방하기 위하여 안전 시설의 설치 및 보험의 가입 등 적정한 조치를 하여야 하며, 이를 위해 "도급 인"은 계약금액에 「건설기술진흥법」에 따른 안전관리비와 「산업안전보건 법」에 따른 산업안전보건관리비 및 산업재해보상 보험료 등 관계 법령에서 규 정하는 법정경비의 상당액을 계상하여야 한다. ② 공사현장에서 발생한 산업재해에 대한 책임은 "수급인"에게 있다. 다만, 설 계상의 하자 또는 "도급인"의 요구에 의한 작업으로 재해가 발생한 경우에는 " 도급인"에 대하여 구상권을 행사할 수 있다.
